Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
Training,25480,60,retired,single,secondary,no,1625,no,no,unknown,12,jun,119,1,-1,0,unknown,no
Training,25481,31,management,single,tertiary,no,0,yes,no,cellular,15,apr,185,2,-1,0,unknown,no
Training,25482,43,blue-collar,married,primary,no,250,yes,no,cellular,12,may,144,5,342,16,failure,no
Training,25483,34,admin.,single,secondary,no,266,yes,no,cellular,6,apr,437,2,-1,0,unknown,no
Training,25484,25,blue-collar,single,secondary,no,0,yes,no,unknown,8,may,30,2,-1,0,unknown,no
Training,25485,63,housemaid,married,primary,no,3173,no,no,telephone,8,jul,154,1,-1,0,unknown,no
Training,25486,32,technician,married,secondary,no,999,no,no,cellular,11,aug,382,3,-1,0,unknown,no
Training,25487,45,technician,married,secondary,no,115,yes,no,cellular,6,may,108,1,-1,0,unknown,no
Training,25488,43,blue-collar,married,secondary,no,511,yes,no,cellular,30,jul,67,7,-1,0,unknown,no
Training,25489,50,blue-collar,married,primary,no,216,yes,no,cellular,17,jul,195,3,-1,0,unknown,no
Training,25490,35,blue-collar,single,primary,no,3751,no,no,unknown,16,jun,193,1,-1,0,unknown,no
Training,25491,40,blue-collar,married,primary,no,4608,yes,no,telephone,19,nov,111,2,156,1,failure,no
Training,25492,49,technician,married,secondary,no,3466,yes,no,cellular,25,aug,161,3,410,2,success,no
Training,25493,32,blue-collar,single,secondary,no,7712,yes,yes,unknown,29,may,768,4,-1,0,unknown,no
Training,25494,27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,240,1,301,3,failure,yes
Training,25495,53,blue-collar,married,secondary,no,1103,yes,yes,cellular,4,feb,101,2,250,4,failure,no
Training,25496,74,retired,married,primary,no,0,no,no,telephone,13,nov,332,2,92,2,success,no
Training,25497,36,admin.,single,secondary,no,135,no,no,unknown,5,jun,308,1,-1,0,unknown,no
Training,25498,30,blue-collar,married,secondary,no,187,yes,no,unknown,26,may,272,6,-1,0,unknown,no
Training,25499,31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,664,8,-1,0,unknown,yes
Training,25500,32,technician,married,tertiary,no,0,no,yes,cellular,24,jul,184,6,-1,0,unknown,no
Training,25501,34,entrepreneur,single,secondary,no,0,yes,yes,unknown,21,may,394,2,-1,0,unknown,no
Training,25502,31,technician,married,secondary,no,0,no,no,cellular,25,aug,249,6,-1,0,unknown,no
Training,25503,42,blue-collar,married,secondary,no,1598,yes,yes,cellular,16,apr,1463,2,-1,0,unknown,yes
Training,25504,34,admin.,divorced,secondary,no,0,yes,no,cellular,6,may,153,1,-1,0,unknown,no
Training,25505,55,technician,divorced,secondary,no,184,no,no,unknown,13,may,18,1,-1,0,unknown,no
Training,25506,59,admin.,married,secondary,no,1473,no,no,telephone,20,nov,106,1,-1,0,unknown,no
Training,25507,25,technician,single,tertiary,no,640,yes,no,unknown,13,may,492,2,-1,0,unknown,no
Training,25508,43,management,married,tertiary,no,1,no,no,cellular,22,aug,239,4,-1,0,unknown,no
Training,25509,37,management,single,tertiary,no,2875,no,no,cellular,20,nov,110,2,-1,0,unknown,no
Training,25510,59,blue-collar,married,unknown,no,337,no,no,unknown,18,jun,100,4,-1,0,unknown,no
Training,25511,47,blue-collar,married,unknown,no,30,no,yes,cellular,23,jul,498,2,-1,0,unknown,no
Training,25512,38,blue-collar,married,secondary,no,526,yes,no,unknown,20,may,919,2,-1,0,unknown,no
Training,25513,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,-1,0,unknown,yes
Training,25514,46,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,-1,0,unknown,yes
Training,25515,55,blue-collar,married,primary,no,23,yes,no,unknown,5,may,291,1,-1,0,unknown,no
Training,25516,35,blue-collar,single,primary,no,109,yes,no,unknown,7,may,83,2,-1,0,unknown,no
Training,25517,29,admin.,single,secondary,no,0,yes,no,cellular,5,may,187,1,365,1,other,no
Training,25518,51,blue-collar,married,secondary,no,568,yes,no,unknown,4,jun,37,1,-1,0,unknown,no
Training,25519,31,admin.,married,secondary,no,3052,yes,yes,cellular,20,nov,115,2,177,2,failure,no
Training,25520,28,blue-collar,single,primary,no,1199,yes,no,cellular,30,jul,1011,20,-1,0,unknown,no
Training,25521,43,technician,divorced,secondary,no,-414,no,no,cellular,27,aug,590,4,-1,0,unknown,no
Training,25522,47,technician,divorced,secondary,no,129,no,no,cellular,2,feb,110,2,222,2,failure,no
Training,25523,26,services,single,secondary,no,335,no,no,telephone,29,jan,393,2,-1,0,unknown,no
Training,25524,46,unemployed,married,primary,no,641,yes,no,unknown,19,jun,201,1,-1,0,unknown,no
Training,25525,23,housemaid,single,secondary,no,650,yes,no,cellular,14,may,136,1,367,4,failure,no
Training,25526,39,management,married,tertiary,no,1209,no,no,cellular,20,nov,60,1,-1,0,unknown,no
Training,25527,34,entrepreneur,married,tertiary,no,7962,yes,no,cellular,20,nov,96,2,-1,0,unknown,no
Training,25528,45,blue-collar,married,primary,no,137,yes,yes,unknown,16,may,187,19,-1,0,unknown,no
Training,25529,31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,unknown,no
Training,25530,34,blue-collar,married,primary,no,2490,yes,no,unknown,23,may,192,1,-1,0,unknown,no
Training,25531,48,management,married,tertiary,no,7825,no,no,telephone,21,nov,77,5,-1,0,unknown,no
Training,25532,55,technician,married,tertiary,no,1354,no,no,cellular,21,aug,545,4,-1,0,unknown,no
Training,25533,56,housemaid,single,primary,no,801,no,no,cellular,6,aug,931,4,-1,0,unknown,no
Training,25534,24,admin.,single,secondary,no,-346,yes,no,unknown,4,jul,164,2,-1,0,unknown,no
Training,25535,51,management,married,tertiary,no,307,no,no,cellular,21,aug,244,6,-1,0,unknown,no
Training,25536,28,admin.,single,secondary,no,242,yes,yes,cellular,12,may,256,1,349,1,failure,no
Training,25537,28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,89,3,-1,0,unknown,no
Training,25538,54,blue-collar,divorced,primary,no,0,yes,no,cellular,21,nov,219,2,-1,0,unknown,no
Training,25539,52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,no
Training,25540,43,blue-collar,married,secondary,no,171,yes,no,cellular,13,may,96,1,364,1,failure,no
Training,25541,58,admin.,married,secondary,no,6878,no,no,cellular,4,aug,148,1,-1,0,unknown,no
Training,25542,34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
Training,25543,42,blue-collar,married,primary,no,2273,yes,no,cellular,29,jul,98,2,-1,0,unknown,no
Training,25544,53,blue-collar,married,secondary,no,-31,no,no,cellular,21,aug,82,8,-1,0,unknown,no
Training,25545,28,unemployed,single,secondary,no,3463,no,no,cellular,3,feb,64,1,-1,0,unknown,no
Training,25546,36,technician,married,tertiary,no,62,no,no,cellular,21,nov,50,2,121,2,failure,no
Training,25547,30,services,single,secondary,no,62,yes,no,cellular,21,nov,76,1,-1,0,unknown,no
Training,25548,29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,yes
Training,25549,28,technician,single,tertiary,no,0,yes,no,cellular,12,aug,150,1,79,3,success,no
Training,25550,59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown,yes
Training,25551,32,technician,single,tertiary,no,300,no,no,cellular,11,aug,163,2,-1,0,unknown,no
Training,25552,28,services,single,secondary,no,1059,no,no,cellular,4,feb,146,5,276,1,other,no
Training,25553,34,blue-collar,married,secondary,no,80,yes,yes,unknown,8,may,494,1,-1,0,unknown,no
Training,25554,42,blue-collar,divorced,primary,no,1563,yes,no,cellular,14,may,164,2,364,1,failure,no
Training,25555,61,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,156,1,-1,0,unknown,yes
Training,25556,41,blue-collar,married,primary,no,178,yes,no,unknown,20,jul,5,1,791,1,failure,no
Training,25557,45,technician,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,unknown,no
Training,25558,30,blue-collar,married,primary,no,135,yes,no,telephone,17,jul,268,5,-1,0,unknown,no
Training,25559,40,management,married,tertiary,no,254,no,no,cellular,19,aug,194,2,-1,0,unknown,no
Training,25560,34,housemaid,single,secondary,no,1408,yes,no,unknown,23,may,245,1,-1,0,unknown,no
Training,25561,34,management,married,tertiary,no,-218,yes,no,cellular,8,aug,126,2,-1,0,unknown,no
Training,25562,60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no
Training,25563,31,blue-collar,single,unknown,no,6281,no,no,cellular,22,oct,257,1,128,3,other,yes
Training,25564,35,technician,divorced,secondary,yes,362,no,no,cellular,29,jan,329,2,240,8,other,no
Training,25565,59,retired,married,secondary,no,32948,no,no,cellular,19,nov,243,1,174,2,failure,no
Training,25566,44,management,married,tertiary,no,58,yes,no,cellular,14,jul,72,3,-1,0,unknown,no
Training,25567,30,services,single,secondary,no,419,yes,no,cellular,12,may,300,3,-1,0,unknown,no
Training,25568,27,admin.,single,secondary,no,619,yes,no,cellular,20,apr,16,5,322,4,other,no
Training,25569,35,technician,married,secondary,no,883,yes,no,cellular,7,may,333,1,351,1,failure,no
Training,25570,55,management,married,unknown,no,3122,no,no,cellular,8,jul,349,1,-1,0,unknown,yes
Training,25571,52,blue-collar,married,primary,no,967,no,no,cellular,29,jan,153,2,-1,0,unknown,no
Training,25572,47,technician,married,primary,no,187,yes,no,unknown,9,may,165,1,-1,0,unknown,no
Training,25573,34,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102,1,170,2,failure,no
Training,25574,58,blue-collar,married,secondary,no,590,no,yes,unknown,5,jun,133,1,-1,0,unknown,no
Training,25575,46,technician,single,secondary,no,747,yes,no,telephone,6,may,22,6,-1,0,unknown,no
Training,25576,43,blue-collar,divorced,primary,no,177,no,no,cellular,3,feb,124,1,-1,0,unknown,no
Training,25577,47,management,married,primary,no,1675,yes,no,cellular,9,feb,38,3,-1,0,unknown,no
Training,25578,31,management,single,tertiary,no,457,yes,no,unknown,29,may,38,9,-1,0,unknown,no
Training,25579,47,services,married,secondary,no,759,yes,no,telephone,8,may,75,1,323,2,failure,no
Training,25580,29,management,married,tertiary,no,250,yes,no,cellular,31,mar,371,2,257,1,other,no
Training,25581,42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,apr,576,1,318,2,failure,no
Training,25582,25,blue-collar,single,secondary,no,-143,yes,yes,unknown,27,may,90,1,-1,0,unknown,no
Training,25583,40,admin.,married,secondary,no,0,no,no,cellular,28,jul,496,2,182,11,success,yes
Training,25584,32,technician,single,tertiary,no,550,no,no,cellular,19,nov,337,1,-1,0,unknown,yes
Training,25585,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure,no
Training,25586,31,housemaid,divorced,primary,no,168,yes,no,cellular,15,may,266,3,-1,0,unknown,no
Training,25587,25,management,married,tertiary,no,127,yes,no,cellular,18,may,695,2,-1,0,unknown,no
Training,25588,59,management,divorced,tertiary,no,3552,yes,no,cellular,17,nov,690,1,123,7,other,no
Training,25589,55,management,divorced,tertiary,no,36,no,no,cellular,23,jul,111,2,-1,0,unknown,no
Training,25590,30,management,single,tertiary,no,1724,yes,no,unknown,20,may,73,1,-1,0,unknown,no
Training,25591,34,management,married,tertiary,no,136,yes,no,cellular,22,apr,156,1,-1,0,unknown,no
Training,25592,53,admin.,divorced,unknown,no,236,yes,no,unknown,7,may,354,1,-1,0,unknown,no
Training,25593,35,management,married,secondary,no,1,yes,no,unknown,29,may,246,2,-1,0,unknown,no
Training,25594,38,blue-collar,married,secondary,no,97,yes,no,cellular,11,may,169,2,-1,0,unknown,no
Training,25595,37,services,married,secondary,no,4430,yes,no,cellular,5,may,175,1,-1,0,unknown,no
Training,25596,37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes
Training,25597,34,entrepreneur,single,secondary,no,339,yes,no,cellular,6,may,110,2,359,2,failure,no
Training,25598,37,management,single,tertiary,no,361,no,no,cellular,20,aug,174,2,-1,0,unknown,no
Training,25599,38,management,married,tertiary,no,546,no,no,cellular,22,aug,82,2,-1,0,unknown,no
Training,25600,33,technician,married,unknown,no,1450,no,no,cellular,27,apr,81,1,-1,0,unknown,no
Training,25601,37,blue-collar,married,secondary,no,0,no,yes,cellular,10,jul,351,2,-1,0,unknown,no
Training,25602,43,management,divorced,tertiary,no,-173,no,yes,cellular,18,aug,119,7,-1,0,unknown,no
Training,25603,59,retired,married,primary,no,866,no,yes,cellular,2,feb,88,1,208,1,other,no
Training,25604,38,technician,married,tertiary,no,52,yes,no,cellular,14,apr,82,4,-1,0,unknown,no
Training,25605,45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5,1,-1,0,unknown,no
Training,25606,33,technician,married,tertiary,no,0,yes,yes,cellular,28,aug,94,6,-1,0,unknown,no
Training,25607,36,services,married,secondary,no,1253,yes,no,cellular,11,may,135,2,-1,0,unknown,no
Training,25608,54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,unknown,no
Training,25609,26,management,single,secondary,no,2613,no,no,cellular,1,jun,326,1,-1,0,unknown,yes
Training,25610,41,entrepreneur,married,secondary,no,2959,yes,no,telephone,25,jul,110,1,-1,0,unknown,no
Training,25611,39,admin.,married,secondary,yes,-104,yes,no,cellular,28,jul,290,2,-1,0,unknown,no
Training,25612,32,management,single,tertiary,no,2974,yes,no,cellular,20,apr,169,1,-1,0,unknown,no
Training,25613,57,technician,divorced,secondary,no,99,yes,no,cellular,11,may,133,2,370,2,failure,no
Training,25614,54,retired,married,primary,no,117,no,no,cellular,3,feb,165,3,-1,0,unknown,no
Training,25615,42,blue-collar,married,primary,no,250,yes,no,unknown,4,jun,46,16,-1,0,unknown,no
Training,25616,58,self-employed,married,secondary,no,28318,yes,no,cellular,14,may,168,2,-1,0,unknown,no
Training,25617,32,blue-collar,married,primary,no,9750,yes,no,cellular,21,nov,51,2,-1,0,unknown,no
Training,25618,37,admin.,married,secondary,no,2061,yes,yes,cellular,22,jun,459,1,109,3,failure,yes
Training,25619,36,blue-collar,married,secondary,no,1654,yes,yes,cellular,21,jul,167,2,-1,0,unknown,no
Training,25620,39,services,married,tertiary,no,35,no,no,cellular,20,aug,211,3,-1,0,unknown,no
Training,25621,48,blue-collar,married,secondary,no,685,yes,no,cellular,14,may,387,10,-1,0,unknown,no
Training,25622,37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,unknown,no
Training,25623,43,technician,married,secondary,no,-260,yes,no,cellular,11,jul,183,2,-1,0,unknown,no
Training,25624,37,blue-collar,married,primary,no,-107,yes,no,unknown,16,jun,25,1,-1,0,unknown,no
Training,25625,44,admin.,divorced,tertiary,no,0,yes,no,cellular,7,jul,96,3,-1,0,unknown,no
Training,25626,54,self-employed,married,secondary,no,2191,yes,no,telephone,31,jul,96,6,-1,0,unknown,no
Training,25627,56,management,divorced,tertiary,no,659,no,yes,cellular,2,jun,56,1,-1,0,unknown,no
Training,25628,45,admin.,married,secondary,no,194,no,no,cellular,31,jul,517,4,-1,0,unknown,no
Training,25629,23,technician,single,secondary,no,598,no,no,cellular,30,apr,166,1,-1,0,unknown,no
Training,25630,56,retired,married,secondary,no,0,no,no,cellular,2,jun,71,3,-1,0,unknown,no
Training,25631,30,self-employed,single,secondary,no,-617,no,yes,cellular,19,nov,925,1,-1,0,unknown,yes
Training,25632,26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,yes
Training,25633,34,services,single,secondary,no,313,yes,no,cellular,14,jul,634,3,-1,0,unknown,no
Training,25634,39,technician,married,secondary,no,3528,yes,no,unknown,21,may,226,1,-1,0,unknown,no
Training,25635,52,admin.,divorced,secondary,no,-402,yes,no,cellular,21,nov,151,1,-1,0,unknown,no
Training,25636,38,management,single,tertiary,no,673,yes,no,unknown,7,may,184,1,-1,0,unknown,no
Training,25637,30,technician,divorced,secondary,no,0,no,no,cellular,21,jul,101,1,-1,0,unknown,no
Training,25638,50,blue-collar,married,unknown,no,123,yes,no,cellular,7,aug,276,2,-1,0,unknown,no
Training,25639,35,management,married,tertiary,no,175,yes,no,cellular,7,aug,257,2,-1,0,unknown,no
Training,25640,57,blue-collar,married,primary,no,60,no,no,unknown,5,jun,90,1,-1,0,unknown,no
Training,25641,51,housemaid,married,tertiary,no,3122,yes,no,unknown,30,may,33,2,-1,0,unknown,no
Training,25642,29,technician,single,secondary,no,3527,no,yes,cellular,10,jul,171,5,-1,0,unknown,no
Training,25643,30,management,single,tertiary,no,1161,yes,no,cellular,29,jul,109,3,-1,0,unknown,no
Training,25644,37,admin.,single,secondary,no,569,yes,yes,unknown,6,may,126,2,-1,0,unknown,no
Training,25645,32,technician,single,secondary,no,260,yes,no,unknown,5,sep,13,1,656,7,other,no
Training,25646,35,management,married,secondary,no,1160,yes,no,unknown,27,may,116,3,-1,0,unknown,no
Training,25647,33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,no
Training,25648,57,admin.,divorced,secondary,no,-140,yes,no,unknown,28,may,264,2,-1,0,unknown,no
Training,25649,31,blue-collar,single,secondary,no,6982,yes,no,unknown,21,may,353,1,-1,0,unknown,no
Training,25650,60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure,yes
Training,25651,71,retired,married,secondary,no,1712,no,no,cellular,11,feb,660,1,-1,0,unknown,yes
Training,25652,50,self-employed,married,primary,no,0,no,no,cellular,22,aug,125,4,-1,0,unknown,no
Training,25653,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
Training,25654,48,admin.,divorced,secondary,no,295,yes,no,cellular,17,nov,123,1,164,2,success,no
Training,25655,27,services,single,secondary,no,-72,yes,no,cellular,5,may,276,1,309,9,failure,no
Training,25656,48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178,2,failure,yes
Training,25657,58,retired,married,tertiary,no,258,no,yes,cellular,19,aug,285,1,-1,0,unknown,no
Training,25658,25,management,single,tertiary,no,702,no,no,cellular,14,apr,163,2,-1,0,unknown,no
Training,25659,47,blue-collar,married,primary,no,840,no,yes,cellular,17,jul,509,1,-1,0,unknown,no
Training,25660,29,services,single,secondary,no,193,yes,no,unknown,30,may,288,2,-1,0,unknown,no
Training,25661,34,management,single,unknown,no,1534,yes,no,cellular,16,apr,156,1,147,7,other,no
Training,25662,55,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,221,2,-1,0,unknown,no
Training,25663,50,management,married,primary,no,117,yes,no,telephone,13,may,216,4,-1,0,unknown,no
Training,25664,35,technician,married,tertiary,no,6,yes,no,cellular,18,nov,47,1,-1,0,unknown,no
