Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
Training,2766,32,blue-collar,single,secondary,no,782,yes,no,cellular,17,apr,517,1,-1,0,unknown
Training,2767,73,retired,married,primary,no,542,no,no,telephone,29,apr,107,5,-1,0,unknown
Training,2768,35,blue-collar,single,primary,no,-276,yes,no,cellular,13,may,850,1,-1,0,unknown
Training,2769,36,technician,single,unknown,no,0,yes,no,unknown,29,may,148,1,-1,0,unknown
Training,2770,34,services,married,secondary,no,142,yes,no,unknown,8,may,159,4,-1,0,unknown
Training,2771,41,technician,married,secondary,no,476,yes,yes,cellular,18,nov,132,1,-1,0,unknown
Training,2772,27,management,married,tertiary,no,342,yes,no,cellular,17,jul,818,1,-1,0,unknown
Training,2773,68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,unknown
Training,2774,32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,-1,0,unknown
Training,2775,61,retired,married,secondary,no,3340,no,no,cellular,30,jun,224,1,-1,0,unknown
Training,2776,35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,unknown
Training,2777,38,blue-collar,married,primary,no,580,yes,no,unknown,30,may,572,6,-1,0,unknown
Training,2778,38,management,married,tertiary,no,179,no,no,unknown,8,aug,317,4,-1,0,unknown
Training,2779,43,management,divorced,tertiary,no,3820,no,no,cellular,19,aug,86,5,-1,0,unknown
Training,2780,57,self-employed,married,secondary,no,35,no,yes,unknown,26,jun,215,3,-1,0,unknown
Training,2781,43,blue-collar,married,secondary,no,1343,yes,yes,cellular,25,jul,211,2,-1,0,unknown
Training,2782,44,housemaid,married,secondary,no,281,yes,no,unknown,8,may,604,1,-1,0,unknown
Training,2783,44,entrepreneur,divorced,secondary,no,456,no,no,unknown,20,jun,110,3,-1,0,unknown
Training,2784,43,management,married,tertiary,no,0,yes,no,cellular,21,jul,474,1,-1,0,unknown
Training,2785,31,technician,married,secondary,no,0,no,no,cellular,14,jul,229,3,-1,0,unknown
Training,2786,27,services,single,secondary,no,302,no,no,cellular,3,jul,203,1,-1,0,unknown
Training,2787,44,housemaid,married,primary,no,1037,yes,no,cellular,21,jul,319,1,-1,0,unknown
Training,2788,39,blue-collar,married,primary,no,2133,yes,yes,unknown,16,may,179,1,-1,0,unknown
Training,2789,38,blue-collar,married,primary,no,759,yes,no,cellular,11,may,57,1,-1,0,unknown
Training,2790,32,blue-collar,single,secondary,no,33,yes,no,cellular,18,may,125,1,368,4,failure
Training,2791,39,technician,married,secondary,no,2266,no,no,cellular,18,feb,208,4,-1,0,unknown
Training,2792,42,technician,divorced,secondary,no,37,no,no,cellular,28,aug,28,16,-1,0,unknown
Training,2793,37,technician,divorced,tertiary,no,1762,yes,no,cellular,16,apr,309,1,317,1,failure
Training,2794,37,technician,married,secondary,no,6384,yes,yes,cellular,3,jun,254,1,96,2,failure
Training,2795,45,blue-collar,married,secondary,no,607,yes,no,unknown,26,may,398,7,-1,0,unknown
Training,2796,52,admin.,married,secondary,no,7742,no,no,cellular,11,aug,149,3,-1,0,unknown
Training,2797,36,admin.,single,tertiary,no,2622,no,no,cellular,19,nov,640,1,127,5,failure
Training,2798,47,technician,married,secondary,no,11,no,no,cellular,20,aug,162,2,-1,0,unknown
Training,2799,39,services,single,secondary,no,609,no,no,unknown,5,jun,372,1,-1,0,unknown
Training,2800,33,blue-collar,single,primary,no,1,yes,no,cellular,20,apr,257,1,-1,0,unknown
Training,2801,52,retired,single,secondary,no,316,no,no,cellular,12,may,463,3,-1,0,unknown
Training,2802,66,unemployed,single,primary,no,1323,no,no,telephone,10,feb,207,11,-1,0,unknown
Training,2803,35,blue-collar,single,secondary,no,1017,no,no,unknown,6,jun,53,2,-1,0,unknown
Training,2804,36,housemaid,married,primary,no,-125,no,yes,cellular,6,feb,91,2,-1,0,unknown
Training,2805,50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown
Training,2806,36,unemployed,married,primary,no,0,no,no,unknown,12,jun,107,1,-1,0,unknown
Training,2807,48,blue-collar,single,primary,no,8990,no,no,telephone,2,feb,1790,2,-1,0,unknown
Training,2808,25,services,married,secondary,no,51,yes,yes,cellular,7,may,159,2,357,2,failure
Training,2809,50,blue-collar,married,secondary,no,917,yes,no,cellular,30,jul,58,2,-1,0,unknown
Training,2810,45,blue-collar,married,secondary,no,-96,no,no,cellular,28,jan,517,2,-1,0,unknown
Training,2811,52,blue-collar,married,secondary,no,691,yes,no,unknown,29,may,158,1,-1,0,unknown
Training,2812,36,management,single,tertiary,no,146,yes,no,unknown,16,may,1161,3,-1,0,unknown
Training,2813,75,retired,married,secondary,no,324,no,no,telephone,12,nov,124,2,91,4,other
Training,2814,36,self-employed,single,secondary,no,1295,no,no,cellular,20,nov,1192,1,-1,0,unknown
Training,2815,37,blue-collar,married,primary,no,2120,yes,no,cellular,21,nov,150,4,-1,0,unknown
Training,2816,31,admin.,single,secondary,no,0,yes,no,cellular,16,jul,1056,2,-1,0,unknown
Training,2817,38,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,jul,158,1,-1,0,unknown
Training,2818,44,management,divorced,tertiary,no,193,no,yes,cellular,8,jul,104,2,-1,0,unknown
Training,2819,35,technician,single,secondary,no,14,no,no,cellular,11,aug,113,2,-1,0,unknown
Training,2820,56,technician,married,unknown,no,84,yes,no,cellular,13,may,65,2,370,1,failure
Training,2821,51,housemaid,married,tertiary,no,390,yes,no,cellular,30,jul,102,3,-1,0,unknown
Training,2822,56,unemployed,married,primary,no,0,yes,no,unknown,26,may,250,1,-1,0,unknown
Training,2823,36,blue-collar,married,primary,no,1707,no,no,unknown,18,jun,190,2,-1,0,unknown
Training,2824,57,admin.,divorced,secondary,no,0,no,no,cellular,9,sep,121,2,-1,0,unknown
Training,2825,36,admin.,single,secondary,no,1328,no,no,cellular,30,jul,69,9,-1,0,unknown
Training,2826,59,management,married,secondary,no,966,no,no,telephone,21,jul,50,4,-1,0,unknown
Training,2827,55,housemaid,married,primary,no,1870,no,no,unknown,6,jun,152,1,-1,0,unknown
Training,2828,39,housemaid,married,primary,no,15352,no,no,unknown,16,jun,99,1,-1,0,unknown
Training,2829,40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown
Training,2830,53,management,married,tertiary,no,602,yes,no,cellular,24,jul,58,2,-1,0,unknown
Training,2831,30,management,married,tertiary,no,8623,no,no,cellular,8,apr,163,3,-1,0,unknown
Training,2832,25,management,single,tertiary,no,3902,no,no,cellular,23,sep,856,1,-1,0,unknown
Training,2833,48,services,divorced,secondary,no,852,yes,yes,unknown,7,may,202,1,-1,0,unknown
Training,2834,28,admin.,single,secondary,no,177,yes,yes,cellular,6,may,150,1,-1,0,unknown
Training,2835,49,housemaid,divorced,primary,no,164,yes,no,unknown,9,may,1080,5,-1,0,unknown
Training,2836,35,services,single,secondary,no,544,yes,no,cellular,7,may,91,1,345,2,failure
Training,2837,59,housemaid,married,primary,no,370,yes,no,cellular,9,jul,425,1,-1,0,unknown
Training,2838,44,management,single,tertiary,no,1356,no,yes,cellular,18,nov,264,2,134,2,other
Training,2839,31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown
Training,2840,45,management,divorced,secondary,no,0,no,no,cellular,17,jul,395,3,-1,0,unknown
Training,2841,52,blue-collar,single,secondary,no,894,no,yes,cellular,3,feb,363,2,-1,0,unknown
Training,2842,59,blue-collar,married,primary,no,914,no,no,cellular,11,aug,139,8,-1,0,unknown
Training,2843,45,admin.,single,secondary,no,946,yes,no,cellular,21,nov,56,2,175,4,failure
Training,2844,32,technician,single,tertiary,no,388,yes,no,cellular,15,may,58,1,266,2,failure
Training,2845,33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,151,2,-1,0,unknown
Training,2846,32,technician,single,secondary,no,554,no,no,cellular,7,aug,520,3,-1,0,unknown
Training,2847,34,management,married,tertiary,no,16,yes,no,telephone,29,sep,316,1,119,1,other
Training,2848,30,services,married,unknown,no,-51,yes,yes,cellular,18,jul,440,4,-1,0,unknown
Training,2849,44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown
Training,2850,51,blue-collar,married,secondary,no,22,yes,no,unknown,16,may,336,2,-1,0,unknown
Training,2851,54,management,married,tertiary,no,3795,yes,yes,cellular,21,jul,381,1,-1,0,unknown
Training,2852,32,blue-collar,divorced,secondary,no,8,yes,no,cellular,16,jul,226,1,-1,0,unknown
Training,2853,37,management,married,secondary,no,565,no,no,cellular,6,aug,174,1,93,3,failure
Training,2854,33,entrepreneur,married,secondary,no,1847,yes,no,unknown,23,may,129,6,-1,0,unknown
Training,2855,33,blue-collar,single,unknown,no,-90,yes,no,unknown,13,may,415,1,-1,0,unknown
Training,2856,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown
Training,2857,37,self-employed,divorced,secondary,no,231,no,no,unknown,6,jun,250,1,-1,0,unknown
Training,2858,59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,438,1,184,3,success
Training,2859,27,student,married,tertiary,no,659,yes,no,unknown,9,may,111,2,-1,0,unknown
Training,2860,51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown
Training,2861,35,management,single,secondary,no,1189,no,yes,cellular,14,aug,92,2,-1,0,unknown
Training,2862,32,blue-collar,divorced,primary,no,142,yes,no,cellular,15,jul,257,5,-1,0,unknown
Training,2863,38,blue-collar,married,secondary,yes,-10,no,no,unknown,11,jun,174,1,-1,0,unknown
Training,2864,38,admin.,married,secondary,no,0,yes,yes,cellular,17,apr,547,2,-1,0,unknown
Training,2865,33,management,married,tertiary,no,956,yes,no,cellular,30,apr,115,1,-1,0,unknown
Training,2866,38,technician,divorced,secondary,no,1559,yes,no,cellular,18,may,22,6,179,10,failure
Training,2867,39,blue-collar,married,primary,no,766,yes,no,unknown,3,jun,350,3,-1,0,unknown
Training,2868,42,unemployed,married,secondary,no,250,yes,no,cellular,29,jul,247,3,-1,0,unknown
Training,2869,22,admin.,single,secondary,no,1157,yes,yes,cellular,18,may,336,2,-1,0,unknown
Training,2870,32,technician,single,tertiary,no,654,yes,no,cellular,25,may,615,4,-1,0,unknown
Training,2871,32,services,married,secondary,no,250,yes,no,unknown,29,may,202,1,-1,0,unknown
Training,2872,27,student,single,secondary,no,8366,no,no,cellular,7,may,458,2,349,1,other
Training,2873,44,technician,divorced,secondary,no,303,yes,yes,unknown,3,jul,51,1,-1,0,unknown
Training,2874,48,technician,married,tertiary,no,443,yes,no,cellular,8,may,235,2,-1,0,unknown
Training,2875,51,management,married,tertiary,no,10635,yes,no,unknown,5,may,336,1,-1,0,unknown
Training,2876,52,blue-collar,married,secondary,no,289,yes,no,unknown,21,may,45,13,-1,0,unknown
Training,2877,52,admin.,married,secondary,no,190,no,no,cellular,27,aug,276,3,-1,0,unknown
Training,2878,59,management,married,tertiary,no,1831,no,no,cellular,17,feb,122,1,92,1,failure
Training,2879,24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,unknown
Training,2880,27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown
Training,2881,60,retired,divorced,secondary,no,1718,yes,no,unknown,26,may,146,6,-1,0,unknown
Training,2882,25,student,single,secondary,no,4147,no,no,cellular,14,aug,211,3,-1,0,unknown
Training,2883,35,management,single,tertiary,no,916,yes,no,cellular,14,may,460,2,-1,0,unknown
Training,2884,44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown
Training,2885,35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,-1,0,unknown
Training,2886,27,blue-collar,married,secondary,no,0,no,no,unknown,27,may,346,3,-1,0,unknown
Training,2887,30,blue-collar,single,primary,no,-10,no,yes,cellular,4,feb,316,1,-1,0,unknown
Training,2888,30,unemployed,single,secondary,no,79,no,yes,cellular,24,jul,169,1,-1,0,unknown
Training,2889,37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown
Training,2890,31,management,single,tertiary,no,1315,yes,no,unknown,8,may,156,1,-1,0,unknown
Training,2891,31,services,married,secondary,no,5,yes,no,unknown,16,may,216,1,-1,0,unknown
Training,2892,33,management,married,tertiary,no,4054,yes,no,cellular,10,jul,633,1,-1,0,unknown
Training,2893,26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,119,1,-1,0,unknown
Training,2894,45,blue-collar,married,primary,yes,153,no,yes,cellular,18,jul,706,9,-1,0,unknown
Training,2895,51,blue-collar,married,primary,no,2315,no,no,cellular,7,aug,111,2,-1,0,unknown
Training,2896,38,blue-collar,married,secondary,no,468,yes,no,unknown,8,may,101,2,-1,0,unknown
Training,2897,56,retired,married,secondary,yes,101,no,yes,unknown,19,jun,330,1,-1,0,unknown
Training,2898,55,blue-collar,married,secondary,no,1358,no,no,cellular,8,apr,149,1,-1,0,unknown
Training,2899,32,management,married,tertiary,no,2,yes,no,cellular,14,jul,79,3,-1,0,unknown
Training,2900,54,management,divorced,unknown,no,901,no,no,unknown,20,jun,7,3,-1,0,unknown
Training,2901,52,services,married,secondary,no,-178,yes,yes,cellular,11,may,124,2,347,1,failure
Training,2902,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown
Training,2903,33,management,single,tertiary,no,1150,yes,no,telephone,12,may,109,2,-1,0,unknown
Training,2904,43,admin.,single,secondary,no,6,no,no,unknown,16,may,244,1,-1,0,unknown
Training,2905,32,technician,married,secondary,no,-91,yes,no,unknown,26,may,95,2,-1,0,unknown
Training,2906,35,self-employed,single,tertiary,no,935,yes,no,cellular,20,nov,71,1,176,2,failure
Training,2907,40,entrepreneur,married,tertiary,no,3585,no,no,cellular,15,sep,506,3,-1,0,unknown
Training,2908,30,management,married,tertiary,no,1165,yes,yes,cellular,14,aug,80,2,-1,0,unknown
Training,2909,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown
Training,2910,47,housemaid,divorced,secondary,no,1565,no,no,cellular,5,feb,253,1,-1,0,unknown
Training,2911,57,blue-collar,married,primary,no,1236,no,no,unknown,18,jun,152,9,-1,0,unknown
Training,2912,52,blue-collar,divorced,primary,no,1250,no,no,unknown,16,jun,342,1,-1,0,unknown
Training,2913,41,entrepreneur,divorced,tertiary,yes,0,yes,no,cellular,19,nov,21,10,-1,0,unknown
Training,2914,30,management,married,tertiary,no,1403,no,no,cellular,6,aug,136,4,-1,0,unknown
Training,2915,39,management,married,tertiary,no,1070,yes,yes,cellular,9,jul,71,1,-1,0,unknown
Training,2916,35,services,married,primary,no,764,no,no,cellular,12,may,706,3,-1,0,unknown
Training,2917,34,management,married,tertiary,no,1262,no,no,cellular,14,aug,478,1,-1,0,unknown
Training,2918,41,management,married,tertiary,no,4063,yes,no,cellular,21,nov,110,2,-1,0,unknown
Training,2919,37,housemaid,married,tertiary,no,8,yes,no,cellular,9,jul,64,1,-1,0,unknown
Training,2920,48,admin.,single,secondary,no,1253,yes,no,unknown,18,jun,245,2,-1,0,unknown
Training,2921,35,services,single,secondary,no,511,yes,yes,unknown,23,may,472,1,-1,0,unknown
Training,2922,27,technician,married,secondary,no,2735,yes,no,cellular,29,jan,205,1,-1,0,unknown
Training,2923,38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,1,-1,0,unknown
Training,2924,49,technician,married,tertiary,no,-129,yes,no,cellular,8,may,240,1,-1,0,unknown
Training,2925,60,retired,married,secondary,no,2722,no,no,cellular,12,aug,506,2,-1,0,unknown
Training,2926,42,services,married,secondary,no,0,yes,no,cellular,9,jul,431,1,-1,0,unknown
Training,2927,48,management,married,tertiary,no,1567,yes,no,cellular,20,aug,77,3,-1,0,unknown
Training,2928,27,student,single,unknown,no,1444,no,no,cellular,4,may,130,1,91,2,failure
Training,2929,55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown
Training,2930,58,retired,married,secondary,no,0,no,no,cellular,19,aug,153,2,-1,0,unknown
Training,2931,50,blue-collar,married,secondary,no,418,no,yes,cellular,12,aug,867,2,-1,0,unknown
Training,2932,26,services,single,secondary,no,212,yes,no,cellular,15,may,144,2,352,1,other
Training,2933,53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,-1,0,unknown
Training,2934,43,admin.,single,secondary,no,13,no,yes,unknown,1,jul,119,1,-1,0,unknown
Training,2935,37,management,married,tertiary,no,466,yes,no,cellular,11,jul,92,2,-1,0,unknown
Training,2936,34,entrepreneur,married,tertiary,no,-508,yes,no,cellular,2,feb,282,1,-1,0,unknown
Training,2937,33,blue-collar,single,primary,no,279,yes,no,unknown,15,may,113,1,-1,0,unknown
Training,2938,43,self-employed,married,secondary,no,274,no,no,cellular,14,jul,335,4,-1,0,unknown
Training,2939,73,retired,married,unknown,no,519,no,no,telephone,26,feb,270,3,133,2,success
Training,2940,33,management,single,tertiary,no,437,yes,no,cellular,20,apr,199,2,150,5,failure
Training,2941,38,management,married,tertiary,no,8,yes,no,cellular,15,may,17,8,-1,0,unknown
Training,2942,31,technician,single,secondary,no,0,no,no,cellular,28,aug,18,15,-1,0,unknown
Training,2943,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1064,1,-1,0,unknown
Training,2944,33,management,married,tertiary,no,0,yes,no,cellular,7,apr,366,1,-1,0,unknown
Training,2945,28,blue-collar,married,secondary,no,1590,no,no,cellular,5,may,78,4,-1,0,unknown
Training,2946,31,admin.,single,tertiary,no,383,no,yes,cellular,7,jul,305,1,-1,0,unknown
Training,2947,30,blue-collar,single,secondary,no,130,no,no,telephone,5,dec,291,1,-1,0,unknown
Training,2948,57,admin.,married,secondary,no,3242,no,no,cellular,8,aug,521,4,-1,0,unknown
Training,2949,57,management,married,tertiary,no,1172,no,no,cellular,19,nov,164,3,-1,0,unknown
Training,2950,42,management,married,tertiary,no,1272,yes,no,cellular,5,may,117,1,169,1,failure
Training,2951,53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure
Training,2952,57,management,married,tertiary,no,1171,no,no,cellular,8,aug,448,5,-1,0,unknown
Training,2953,55,technician,married,secondary,no,10185,no,no,cellular,11,aug,248,1,180,4,success
Training,2954,30,blue-collar,married,secondary,no,215,yes,no,cellular,29,jul,127,9,-1,0,unknown
Training,2955,45,blue-collar,married,secondary,no,4509,yes,no,unknown,15,may,135,1,-1,0,unknown
Training,2956,51,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,324,1,-1,0,unknown
Training,2957,45,blue-collar,divorced,primary,no,452,yes,no,cellular,9,jul,96,1,-1,0,unknown
